Label,Value
50M,0.122473223650897
33J,0.12218242503978588
21H,0.12182293927228009
24L,0.12164619728370948
49V,0.12151047318070023
48Q,0.12119064896195023
45Q,0.12086933277271412
47T,0.11980423538773148
44U,0.11953852900752315
13S,0.11947592276114005
37N,0.11933334915726274
51T,0.11890661168981481
09U,0.11840208830656829
54J,0.11830908881293403
10T,0.11820944326895255
30T,0.11810827184606482
14R,0.11785621925636575
34M,0.1178353429723669
37U,0.11762786865234375
54L,0.11751816361038774
03V,0.11709383364076968
38U,0.11683272750289352
32S,0.11668754295066551
33R,0.11668305573640046
40U,0.11643569381148727
47R,0.11609913013599538
18N,0.11593251546223958
38S,0.11577307807074652
21J,0.11541002061631944
50U,0.11497428611472801
15T,0.11497332537615741
33N,0.11482380054615161
49T,0.11461999963831018
20T,0.11460268373842593
13V,0.11435492621527778
20U,0.11412391945167824
18T,0.11400001808449074
16S,0.11395001446759259
29R,0.11379883942780672
31Q,0.11328956886574074
34L,0.11324966995804397
22K,0.11321503815827547
36J,0.1132002540870949
52T,0.11313988579644098
20V,0.11239831995081019
34T,0.11239291720920139
29P,0.1118277429651331
34J,0.11173010932074653
16U,0.11144229465060763
52U,0.11092710141782407
33P,0.11042618362991898
50T,0.11036224365234375
56V,0.11011704056351274
41S,0.10925368697554977
45R,0.1090766285083912
19H,0.10906203658492476
53L,0.10894892939814815
34P,0.10873670789930556
13U,0.10846402768735533
17R,0.10794602005570023
12U,0.10760121663411458
15U,0.10701717800564237
34N,0.10689437301070602
32V,0.10671768753616898
35N,0.10668193675853588
21N,0.1065505529333044
53S,0.10653544108072917
35R,0.1055991956922743
51N,0.10487883391203703
44R,0.10478759765625
55V,0.10471650300202547
29U,0.10460828993055556
41T,0.104505615234375
36S,0.10426326045283565
33V,0.10406982421875
52L,0.1036710951063368
35M,0.10364160608362269
42T,0.10353368688512732
53T,0.10336253978587963
35K,0.10270248978226273
35Q,0.10195904767071759
24M,0.10192732069227431
51K,0.10131792986834491
13Q,0.10128148961950231
32P,0.10124290183738426
35J,0.10096874095775463
19P,0.10080676043475116
18F,0.10069914641203703
24K,0.10059638129340277
20L,0.1005619529441551
32N,0.10028281882957175
41U,0.10024015073423033
39U,0.10017128273292825
22M,0.09992876971209491
15R,0.09965576171875
28P,0.09943388762297453
54M,0.09928079110604746
59V,0.0987163515444155
20H,0.09871623851634838
17Q,0.09869270607277199
43P,0.09825312861689815
34S,0.09819918032045717
33S,0.09794487847222222
37P,0.09772894965277777
50J,0.09725797299985532
44S,0.09707750108506945
13T,0.09662509494357639
19N,0.09638918276186342
14S,0.09598285816333912
49Q,0.09597328468605323
57U,0.09482200339988425
43U,0.09480364764178241
37R,0.09456198798285591
19M,0.09429854781539351
38N,0.09409011275679977
54S,0.09382156372070312
19G,0.09378052322952836
46S,0.09371171174225984
17M,0.09365779170283565
31S,0.09350590458622685
47S,0.09343887894241898
35L,0.09337425514503761
51L,0.09268140439633969
59G,0.09200898912217882
56M,0.09147489194516782
19T,0.09102425469292534
22N,0.0908056245026765
16R,0.08977221453631366
17P,0.08948763246889467
42U,0.08885281032986111
18L,0.08884445190429688
37S,0.08862611558702257
48R,0.08775608204029224
34R,0.0876961828161169
51R,0.08740808557581019
16Q,0.0872718189380787
35S,0.08701467443395544
18S,0.08695184213143808
50K,0.08690631442599826
48N,0.08640427200882524
48S,0.08569840607819734
33L,0.08569428620515046
31V,0.08556655318648727
36Q,0.08550443861219618
55M,0.085167315447772
28R,0.08385353370949074
51H,0.08226389001916956
49N,0.08225875289351851
20G,0.08216205173068576
23V,0.0820816492151331
38Q,0.08134396588360822
55G,0.07995633725766782
53H,0.0785494656032986
53K,0.07822040699146413
55L,0.07770645706741898
34H,0.07698300962094907
50L,0.07647904572663483
15Q,0.07602334481698496
45S,0.07588575575086806
38R,0.07585534554940683
11R,0.07545745849609375
60V,0.07528772989908854
20N,0.07479769106264468
60H,0.07382501672815393
50H,0.0737488697193287
14T,0.07348642419885706
18G,0.07293467203776041
31N,0.07252018116138599
53J,0.07235860188802083
20P,0.07101762559678819
39K,0.07020644576461227
29N,0.06998311360677083
30V,0.06930714925130209
52J,0.06783773916739004
19Q,0.06769644843207465
29T,0.06724139743381076
03U,0.06707207573784722
35H,0.06631209196867766
21M,0.06612924081307871
18P,0.06603148848922165
41L,0.0654256863064236
18M,0.06520871762876157
49P,0.06481786092122396
20M,0.0647263025354456
51Q,0.06445410269278067
58K,0.06434350472909432
30N,0.0628340318467882
50P,0.062124831588179975
39L,0.061864657931857636
46P,0.06070485998083044
16V,0.05966640331127025
57L,0.05966094970703125
47M,0.05953978361906829
43R,0.05921474880642361
42Q,0.05856037281177662
37K,0.0583823083948206
52K,0.057683303267867476
10S,0.05745521827980324
02V,0.05732436003508391
38J,0.054672648111979166
21T,0.05402126170970775
01V,0.053818788881655096
39Q,0.05352002179181134
50Q,0.05324247572157118
60K,0.05237314294885706
21E,0.05196516248914931
55T,0.051874355740017364
19L,0.05015577528211806
32M,0.0501123442473235
29V,0.050101843939887154
56H,0.05003530431676794
22V,0.04970893012152778
17N,0.04875542534722222
52N,0.046755351313838255
56L,0.046029177065248846
15P,0.045657769662362555
18R,0.044235461199725115
39N,0.044055023193359376
43N,0.04388242368344907
52R,0.04174385353370949
44N,0.04171891671639902
25M,0.04014552081072772
01U,0.03998237327293114
56K,0.039762488471137156
60G,0.0395012523509838
56U,0.03738833957248264
42F,0.036572124339916086
49J,0.03433923509385851
22H,0.03431332058376736
21F,0.032993921350549765
49L,0.03297224539297598
24F,0.03246621873643663
01K,0.03163005970142506
57K,0.031084682323314527
59H,0.02952423095703125
40M,0.02949525338632089
22T,0.029261720445421007
04Q,0.029095916748046874
26E,0.02893267596209491
38L,0.02887468691225405
58L,0.02886002434624566
23N,0.028531949078595197
17L,0.028215809574833623
08U,0.028165630764431425
27V,0.02775612160011574
18H,0.027674571849681712
60U,0.02753103185583044
57M,0.027401645801685474
28U,0.02713493347167969
20F,0.026901835688838253
04U,0.026317994859483506
20Q,0.026034506338614004
21G,0.02553479512532552
23J,0.025518660368742768
18K,0.025193213003653066
02U,0.025020958229347513
22U,0.02489867881492332
32K,0.02484346177842882
12Q,0.024381075258608217
17E,0.024075037638346355
58U,0.023613401342321327
25L,0.023027028684262877
24V,0.022508152149341723
40K,0.02241353494149667
18E,0.022005113672327114
15M,0.02182766667118779
43F,0.021698664912471063
58G,0.021165582162362556
46N,0.020893325805664064
01G,0.020487485814977575
21P,0.020077041343406394
52H,0.02001519238507306
59K,0.019793982329191984
49K,0.01956329486988209
59U,0.01931698551884404
20E,0.01915856396710431
28V,0.01760660383436415
55U,0.016600672403971353
23T,0.016565175939489293
23E,0.016230782402886286
28N,0.015472680551034432
05Q,0.015170138323748554
26S,0.015003834477177373
02L,0.014655261569552951
59N,0.014552107916937933
25F,0.0142377033940068
60M,0.013116077846950954
27P,0.012975887722439235
26Q,0.012534409982186776
38M,0.012236737851743345
42M,0.012050081888834635
56T,0.01169777128431532
52P,0.011389371377450448
06K,0.011361979025381583
17F,0.011268373418737342
58F,0.011054036175763166
06L,0.01087933999520761
43M,0.01087895499335395
59F,0.010560619212962963
14P,0.01034117027565285
16M,0.010084997812906902
42G,0.009507065525761357
33H,0.00910088786372432
55P,0.008234952997278285
21V,0.008142047458224826
07K,0.007999373541937934
07L,0.007959540331805194
54R,0.007642529099075882
04N,0.007543547594988788
26V,0.007425202970151548
40P,0.0074179938987449364
39G,0.006875120798746745
27Q,0.006837505058006004
56N,0.006709104467321325
19S,0.006609856640851056
58P,0.006273943583170573
53N,0.006272304676197193
19E,0.006226899888780382
58H,0.005852358429520218
28S,0.005686607714052554
57J,0.00563534418741862
05K,0.005597343091611509
26P,0.005505425488507306
54G,0.005450496320371275
57F,0.005287470994172273
59P,0.005074797383061162
59L,0.00503853232772262
37G,0.005020857563725225
59J,0.004665002822875976
31F,0.004590060622603805
39M,0.00458036740620931
41K,0.004445843166775173
03R,0.004401548173692492
05U,0.004186149879738137
55N,0.004080801716557256
32L,0.00387700116192853
60L,0.003467061784532335
03Q,0.003444516217267072
15N,0.0033976176933006004
04K,0.0033809079064263236
40L,0.0033801361366554545
01L,0.0032483362268518516
60F,0.0031174045138888887
57N,0.0031109421341507524
08K,0.0030804397441722728
58J,0.0029809510266339337
03N,0.0028913725747002498
56P,0.002817732493082682
02K,0.002769024813616717
20S,0.0025521557419388385
01R,0.0024884015542489513
55Q,0.002140817818818269
54P,0.001968749894036187
02M,0.001933497146323875
02R,0.0019066358495641639
01J,0.0018835599334151656
38G,0.0016767215728759766
25S,0.001640456164324725
28H,0.001577715167292842
47L,0.0014541376961602105
12J,0.0013620032204522026
04L,0.0013450279942265264
53P,0.0013152970208062066
17H,0.0013071710092050059
43H,0.001303120189242893
05L,0.001141541357393618
16N,0.0010872154765658908
05M,0.0010000964447304055
27R,0.0009945747587415906
23U,0.0009685571105391891
03L,0.0009460841284857856
48L,0.0009351128119009513
60J,0.0009081790182325576
58N,0.0008817757500542535
26R,0.0008666570098311813
41F,0.0008624613726580584
09J,0.0007877363098992242
30L,0.0007495177233660663
01N,0.0007418740237200702
28M,0.0007333622155366121
54N,0.0007287567191653782
57H,0.0007034143695124873
22F,0.000682629214392768
01M,0.0006815924026347973
29G,0.0006809896451455575
07M,0.0006623505662988734
26K,0.0006489921057665789
23F,0.0006371528130990488
06J,0.0006086515938794171
42P,0.0005862992339664035
58Q,0.0005538435777028401
11Q,0.0005213155569853606
57P,0.0004278308373910409
58M,0.000420452356338501
03K,0.00041116895499052823
01F,0.0004023919723652027
12P,0.0004021026028527154
43G,0.0004004147317674425
02Q,0.00037222703297932943
07J,0.00034997107806029144
10J,0.0003443769172385887
16E,0.0003140190795615867
59M,0.0003084972831938002
14E,0.00030451871730663156
31M,0.0002964409633919045
53Q,0.00029265527372007017
29H,0.00023717204729715983
28L,0.00022065489380447952
30K,0.00020835746217657018
09K,0.00020278740812230994
27N,0.0002002797082618431
13J,0.0001754195601851852
60N,0.0001704764586907846
25K,0.0001704523519233421
54Q,0.00016939138924634015
30G,0.00014023919900258382
41Q,9.647473140999123e-05
15E,6.896219319767422e-05
30H,6.329571759259259e-05
17J,6.081211898061964e-05
16F,6.078800117527997e-05
05N,2.3051697622846674e-05
01C,0
02C,0
03C,0
04C,0
05C,0
06C,0
07C,0
08C,0
09C,0
10C,0
11C,0
12C,0
13C,0
14C,0
15C,0
16C,0
17C,0
18C,0
19C,0
20C,0
21C,0
22C,0
23C,0
24C,0
25C,0
26C,0
27C,0
28C,0
29C,0
30C,0
31C,0
32C,0
33C,0
34C,0
35C,0
36C,0
37C,0
38C,0
39C,0
40C,0
41C,0
42C,0
43C,0
44C,0
45C,0
46C,0
47C,0
48C,0
49C,0
50C,0
51C,0
52C,0
53C,0
54C,0
55C,0
56C,0
57C,0
58C,0
59C,0
60C,0
01D,0
02D,0
03D,0
04D,0
05D,0
06D,0
07D,0
08D,0
09D,0
10D,0
11D,0
12D,0
13D,0
14D,0
15D,0
16D,0
17D,0
18D,0
19D,0
20D,0
21D,0
22D,0
23D,0
24D,0
25D,0
26D,0
27D,0
28D,0
29D,0
30D,0
31D,0
32D,0
33D,0
34D,0
35D,0
36D,0
37D,0
38D,0
39D,0
40D,0
41D,0
42D,0
43D,0
44D,0
45D,0
46D,0
47D,0
48D,0
49D,0
50D,0
51D,0
52D,0
53D,0
54D,0
55D,0
56D,0
57D,0
58D,0
59D,0
60D,0
01E,0.0
02E,0.0
03E,0.0
04E,0.0
05E,0.0
06E,0.0
07E,0.0
08E,0.0
09E,0.0
10E,0.0
11E,0.0
12E,0.0
13E,0.0
22E,0.0
24E,0.0
25E,0.0
27E,0.0
28E,0.0
29E,0.0
30E,0.0
31E,0.0
32E,0.0
33E,0.0
34E,0.0
35E,0.0
36E,0.0
37E,0.0
38E,0.0
39E,0.0
40E,0.0
41E,0.0
42E,0.0
43E,0.0
44E,0.0
45E,0.0
46E,0.0
47E,0.0
48E,0.0
49E,0.0
50E,0.0
51E,0.0
52E,0.0
53E,0.0
54E,0.0
55E,0.0
56E,0.0
57E,0.0
58E,0.0
59E,0.0
60E,0.0
02F,0.0
03F,0.0
04F,0.0
05F,0.0
06F,0.0
07F,0.0
08F,0.0
09F,0.0
10F,0.0
11F,0.0
12F,0.0
13F,0.0
14F,0.0
15F,0.0
26F,0.0
27F,0.0
28F,0.0
29F,0.0
30F,0.0
32F,0.0
33F,0.0
34F,0.0
35F,0.0
36F,0.0
37F,0.0
38F,0.0
39F,0.0
40F,0.0
44F,0.0
45F,0.0
46F,0.0
47F,0.0
48F,0.0
49F,0.0
50F,0.0
51F,0.0
52F,0.0
53F,0.0
54F,0.0
55F,0.0
56F,0.0
02G,0.0
03G,0.0
04G,0.0
05G,0.0
06G,0.0
07G,0.0
08G,0.0
09G,0.0
10G,0.0
11G,0.0
12G,0.0
13G,0.0
14G,0.0
15G,0.0
16G,0.0
17G,0.0
22G,0.0
23G,0.0
24G,0.0
25G,0.0
26G,0.0
27G,0.0
28G,0.0
31G,0.0
32G,0.0
33G,0.0
34G,0.0
35G,0.0
36G,0.0
40G,0.0
41G,0.0
44G,0.0
45G,0.0
46G,0.0
47G,0.0
48G,0.0
49G,0.0
50G,0.0
51G,0.0
52G,0.0
53G,0.0
56G,0.0
57G,0.0
01H,0.0
02H,0.0
03H,0.0
04H,0.0
05H,0.0
06H,0.0
07H,0.0
08H,0.0
09H,0.0
10H,0.0
11H,0.0
12H,0.0
13H,0.0
14H,0.0
15H,0.0
16H,0.0
23H,0.0
24H,0.0
25H,0.0
26H,0.0
27H,0.0
31H,0.0
32H,0.0
36H,0.0
37H,0.0
38H,0.0
39H,0.0
40H,0.0
41H,0.0
42H,0.0
44H,0.0
45H,0.0
46H,0.0
47H,0.0
48H,0.0
49H,0.0
02J,0.0
03J,0.0
04J,0.0
05J,0.0
08J,0.0
11J,0.0
14J,0.0
15J,0.0
16J,0.0
18J,0.0
24J,0.0
25J,0.0
26J,0.0
27J,0.0
28J,0.0
29J,0.0
30J,0.0
31J,0.0
32J,0.0
37J,0.0
39J,0.0
40J,0.0
41J,0.0
42J,0.0
43J,0.0
44J,0.0
45J,0.0
46J,0.0
47J,0.0
48J,0.0
10K,0.0
11K,0.0
12K,0.0
13K,0.0
14K,0.0
15K,0.0
16K,0.0
17K,0.0
27K,0.0
28K,0.0
29K,0.0
31K,0.0
42K,0.0
43K,0.0
44K,0.0
45K,0.0
46K,0.0
47K,0.0
48K,0.0
08L,0.0
09L,0.0
10L,0.0
11L,0.0
12L,0.0
13L,0.0
14L,0.0
15L,0.0
16L,0.0
26L,0.0
27L,0.0
29L,0.0
31L,0.0
42L,0.0
43L,0.0
44L,0.0
45L,0.0
46L,0.0
03M,0.0
04M,0.0
06M,0.0
08M,0.0
09M,0.0
10M,0.0
11M,0.0
12M,0.0
13M,0.0
14M,0.0
26M,0.0
27M,0.0
29M,0.0
30M,0.0
41M,0.0
44M,0.0
45M,0.0
46M,0.0
02N,0.0
06N,0.0
07N,0.0
08N,0.0
09N,0.0
10N,0.0
11N,0.0
12N,0.0
13N,0.0
14N,0.0
24N,0.0
25N,0.0
26N,0.0
40N,0.0
41N,0.0
42N,0.0
45N,0.0
01P,0.0
02P,0.0
03P,0.0
04P,0.0
05P,0.0
06P,0.0
07P,0.0
08P,0.0
09P,0.0
10P,0.0
11P,0.0
13P,0.0
22P,0.0
23P,0.0
24P,0.0
25P,0.0
41P,0.0
45P,0.0
60P,0.0
01Q,0.0
06Q,0.0
07Q,0.0
08Q,0.0
09Q,0.0
10Q,0.0
21Q,0.0
22Q,0.0
23Q,0.0
24Q,0.0
25Q,0.0
52Q,0.0
56Q,0.0
57Q,0.0
59Q,0.0
60Q,0.0
04R,0.0
05R,0.0
06R,0.0
07R,0.0
08R,0.0
09R,0.0
10R,0.0
19R,0.0
20R,0.0
21R,0.0
22R,0.0
23R,0.0
24R,0.0
25R,0.0
53R,0.0
55R,0.0
56R,0.0
57R,0.0
58R,0.0
59R,0.0
60R,0.0
01S,0.0
02S,0.0
03S,0.0
04S,0.0
05S,0.0
06S,0.0
07S,0.0
08S,0.0
09S,0.0
21S,0.0
22S,0.0
23S,0.0
24S,0.0
27S,0.0
55S,0.0
56S,0.0
57S,0.0
58S,0.0
59S,0.0
60S,0.0
01T,0.0
02T,0.0
03T,0.0
04T,0.0
05T,0.0
06T,0.0
07T,0.0
08T,0.0
09T,0.0
24T,0.0
25T,0.0
26T,0.0
27T,0.0
28T,0.0
57T,0.0
58T,0.0
59T,0.0
60T,0.0
06U,0.0
07U,0.0
24U,0.0
25U,0.0
26U,0.0
27U,0.0
25V,0.0
01W,0
02W,0
03W,0
04W,0
05W,0
06W,0
07W,0
08W,0
09W,0
10W,0
11W,0
12W,0
13W,0
14W,0
15W,0
16W,0
17W,0
18W,0
19W,0
20W,0
21W,0
22W,0
23W,0
24W,0
25W,0
26W,0
27W,0
28W,0
29W,0
30W,0
31W,0
32W,0
33W,0
34W,0
35W,0
36W,0
37W,0
38W,0
39W,0
40W,0
41W,0
42W,0
43W,0
44W,0
45W,0
46W,0
47W,0
48W,0
49W,0
50W,0
51W,0
52W,0
53W,0
54W,0
55W,0
56W,0
57W,0
58W,0
59W,0
60W,0
01X,0
02X,0
03X,0
04X,0
05X,0
06X,0
07X,0
08X,0
09X,0
10X,0
11X,0
12X,0
13X,0
14X,0
15X,0
16X,0
17X,0
18X,0
19X,0
20X,0
21X,0
22X,0
23X,0
24X,0
25X,0
26X,0
27X,0
28X,0
29X,0
30X,0
31X,0
33X,0
35X,0
37X,0
38X,0
39X,0
40X,0
41X,0
42X,0
43X,0
44X,0
45X,0
46X,0
47X,0
48X,0
49X,0
50X,0
51X,0
52X,0
53X,0
54X,0
55X,0
56X,0
57X,0
58X,0
59X,0
60X,0
